DEVICE NAME,DESCRIPTION,DIRECTORY NUMBER 1,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 22,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 25,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 29,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER 5
SEPFBBFgg,|BRYTXCWFL|59FDBT||NON|XXXX|UNASSIGNED|SWZP22D|NTX|NON|NON|NON,551230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBF,|BRYTXCWFL|59FDBT||STD|5|April Rose|UNKNOWN|NTX||NON|NON,551231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBC,|BRYTXCWFL|59FDBT||STD|59|Amariah Williams|SWZP22Q|NTX||NON|NON,551232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaaa,|BRYTXCWFL|59FDBT||STD|52|Candi Nelson|SWZP2U|NTX||NON|NON,551233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBB,|BRYTXCWFL|59FDBT||STD|5|Geoffrey Will|SWZP22JC|NTX||NON|NON,551234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFCC,|BRYTXCWFL|59FDBT||STD|5|Kathy Schroeder|SWZP22G|NTX||NON|NON,551235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBF,|BRYTXCWFL|59FDBT||STD|5|Anne Edwards|SWZP2VA|NTX||NON|NON,551236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBBaa,|BRYTXCWFL|59FDBT||STD|55|David Kocmoud|SWZP22JT|NTX||NON|NON,551237,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFCD,|BRYTXCWFL|59FDBT||STD|5|Teresa Bell|SWZP22R|NTX||NON|NON,551238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaAC,|BRYTXCWFL|59FDBT||STD||Maria Medina|SWZP2Y|NTX||NON|NON,551239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFEBB,|BRYTXCWFL|59FDBT||STD|9|Erika Johnson|SWZP222|NTX||NON|NON,551240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaa,|BRYTXCWFL|59FDBT||STD|XXXX|UNASSIGNED|SWZP2V|NTX||NON|NON,551241,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaDD,|BRYTXCWFL|59FDBT|92|NON|XXXX|UNASSIGNED|FCH9GQY|NTX|NON|NON|NON,551242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPACFaaC,|BRYTXCWFL|59FDBT||CAP|5|CamW Conf. Rm |FCH22KTM|CUS|NON|NON|NON,551243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPACFaaggBD,|BRYTXCWFL|59FDBT||CAP|55|CamW Conf. Rm 2|FCH2229P|CUS|NON|NON|NON,551244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggBBgg,|BRYTXCWFL|59FDBT|CIPC|STD|5|April Rose|UNKNOWN|FOP||NON|NON,551245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggFBBBFCAD,|BRYTXCWFL2|59FDBT|2|BAS|2|Phone Rm.25|UNKNOWN|NTX||NON|NON,551246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggFBBBFCAgg,|BRYTXCWFL2|59FDBT|2|BAS|25|Copy Rm. 22|UNKNOWN|NTX||NON|NON,551247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggFBBBFCABB,|BRYTXCWFL2|59FDBT|2|BAS|25|Office 22|UNKNOWN|NTX||NON|NON,551248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggFBBBFCAgg,|BRYTXCWFL2|59FDBT|2|CAP|25|Phone Room 2|UNKNOWN|NTX|NON|NON|NON,551249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBBaaA,|BRYTXCWFL2|59FDBT||BAS|55|Matthew LaSeur|WZP22K|NTX||NON|NON,551250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaaa,|BRYTXCWFL2|59FDBT||BAS|55|Laura Schroeder|UNKNOWN|NTX||NON|NON,551251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBF,|BRYTXCWFL2|59FDBT||BAS|5|Liam Heslop|UNKNOWN|NTX||NON|NON,551252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBA,|BRYTXCWFL2|59FDBT||BAS|55|Olalekan Falokun|WZP22FQ|NTX||NON|NON,551253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaE,|BRYTXCWFL2|59FDBT||BAS|52|Jose Leon|UNKNOWN|NTX||NON|NON,551254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFgg,|BRYTXCWFL2|59FDBT||BAS|5|Elaine FiuzaRivas|WZP2|NTX||NON|NON,551255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFC,|BRYTXCWFL2|59FDBT||BAS|5|Carlos Munoz|UNKNOWN|NTX||NON|NON,551256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBF,|BRYTXCWFL2|59FDBT||BAS|52|Wanda Girau|WZP22BR|NTX||NON|NON,551257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBF,|BRYTXCWFL2|59FDBT||BAS|5|Agraha Gautam|WZP22DA|NTX||NON|NON,551258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBBC,|BRYTXCWFL2|59FDBT||BAS|5|Avaneesha Muguli|WZP22KJ|NTX||NON|NON,551259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBBA,|BRYTXCWFL2|59FDBT||BAS|5|Evan Gong|WZP22KG|NTX||NON|NON,551260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaF,|BRYTXCWFL2|59FDBT||BAS|59|Stefan Kildzia|UNKNOWN|NTX||NON|NON,551261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaBB,|BRYTXCWFL2|59FDBT||BAS|59|Kristen Gilbert|UNKNOWN|NTX||NON|NON,551262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFF,|BRYTXCWFL2|59FDBT||BAS|2|Lalitha Gaddipali|UNKNOWN|NTX||NON|NON,551263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBF,|BRYTXCWFL2|59FDBT||BAS||Glenda Lampkin|WZP2A|NTX||NON|NON,551264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaggC,|BRYTXCWFL2|59FDBT||BAS||Jeffrey Hankey|UNKNOWN|NTX||NON|NON,551265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaa,|BRYTXCWFL2|59FDBT||BAS||Wilda De Jesus|UNKNOWN|NTX||NON|NON,551266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBF,|BRYTXCWFL2|59FDBT||BAS||Zaida Colon|UNKNOWN|NTX||NON|NON,551267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaDBB,|BRYTXCWFL2|59FDBT||BAS|2|Joe Rettinger|UNKNOWN|NTX||NON|NON,551268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBBB,|BRYTXCWFL2|59FDBT||BAS|22|David Sanderson|WZP22JK|NTX||NON|NON,551269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFFBB,|BRYTXCWFL2|59FDBT||BAS|2|Bradley Miller|UNKNOWN|NTX||NON|NON,551270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBF,|BRYTXCWFL2|59FDBT||BAS|25|Ezekiel Sauceda|UNKNOWN|NTX||NON|NON,551271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFgg,|BRYTXCWFL2|59FDBT||BAS|2|Andy Coggan|WZP22E5|NTX||NON|NON,551272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFggE,|BRYTXCWFL2|59FDBT||BAS|2|Laura Ackerman|WZP22D|NTX||NON|NON,551273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFggaa,|BRYTXCWFL2|59FDBT||BAS|2|Angely Rodriguez|WZP225|NTX||NON|NON,551274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBF,|BRYTXCWFL2|59FDBT||BAS|29|Sarah Johnston|WZP22CC|NTX||NON|NON,551275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBB,|BRYTXCWFL2|59FDBT||BAS|2|Maria Jones|UNKNOWN|NTX||NON|NON,551276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaD,|BRYTXCWFL2|59FDBT||BAS|22|Matthew Markert|WZP2ZD|NTX||NON|NON,551277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFggBA,|BRYTXCWFL2|59FDBT||BAS|2|Adiba Halim|WZP2T|NTX||NON|NON,551278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaFC,|BRYTXCWFL2|59FDBT||BAS|2|Maya Love|WZP2L|NTX||NON|NON,551279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFFF,|BRYTXCWFL2|59FDBT||BAS|25|Wilmer Quinones|WZP22HR|NTX||NON|NON,551280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFF,|BRYTXCWFL2|59FDBT||BAS|2|Office 2z|UNKNOWN|NTX||NON|NON,551281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFC,|BRYTXCWFL2|59FDBT||BAS|2|Jennifer Garcia|WZP2KW|NTX||NON|NON,551282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFAgg,|BRYTXCWFL2|59FDBT||BAS|2|Maria Roman|UNKNOWN|NTX||NON|NON,551283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBB,|BRYTXCWFL2|59FDBT||BAS|22|Jeremy Pedersen|WZP22LT|NTX||NON|NON,551284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaggF,|BRYTXCWFL2|59FDBT||BAS|222|Swapnil Gandhi|WZP2VZ|NTX||NON|NON,551285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBB,|BRYTXCWFL2|59FDBT||BAS|22|Office 2ff|UNKNOWN|NTX||NON|NON,551286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaaa,|BRYTXCWFL2|59FDBT||BAS|22|Office 2b|UNKNOWN|NTX||NON|NON,551287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBF,|BRYTXCWFL2|59FDBT||BAS|225|Office 2c|UNKNOWN|NTX||NON|NON,551288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFgg,|BRYTXCWFL2|59FDBT||BAS|22|Stefan Klidzia|UNKNOWN|NTX||NON|NON,551289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFggEBB,|BRYTXCWFL2|59FDBT||BAS|22|Office 2g|UNKNOWN|NTX||NON|NON,551290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFA,|BRYTXCWFL2|59FDBT||BAS|229|Pam Mahoney|UNKNOWN|NTX||NON|NON,551291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaEaa,|BRYTXCWFL2|59FDBT||BAS|2|Brandon Means|UNKNOWN|NTX||NON|NON,551292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaE,|BRYTXCWFL2|59FDBT||BAS|2|Office 2p|UNKNOWN|NTX||NON|NON,551293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaCA,|BRYTXCWFL2|59FDBT||BAS|22|Office 2q|UNKNOWN|NTX||NON|NON,551294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBF,|BRYTXCWFL2|59FDBT||BAS|2|Office 2s|UNKNOWN|NTX||NON|NON,551295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBB,|BRYTXCWFL2|59FDBT||BAS|2|Office 2t|UNKNOWN|NTX||NON|NON,551296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFggC,|BRYTXCWFL2|59FDBT||BAS|25|Office 2w|UNKNOWN|NTX||NON|NON,551297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFC,|BRYTXCWFL2|59FDBT||BAS|2|Office 2x|UNKNOWN|NTX||NON|NON,551298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFgg,|BRYTXCWFL2|59FDBT||BAS|2|Brigit Dzatko|UNKNOWN|NTX||NON|NON,551299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaA,|BRYTXCWFL2|59FDBT||BAS|29|Office 2s|UNKNOWN|NTX||NON|NON,551300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaAD,|BRYTXCWFL2|59FDBT||BAS|2|Ramesh Koukuntla|UNKNOWN|NTX||NON|NON,551301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFB,|BRYTXCWFL2|59FDBT||BAS|22|Thomas Page|UNKNOWN|NTX||NON|NON,551302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFD,|BRYTXCWFL2|59FDBT||BAS|2|Huddle 2|UNKNOWN|NTX||NON|NON,551303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBBaa,|BRYTXCWFL2|59FDBT||BAS|2|Breakroom 229|UNKNOWN|NTX||NON|NON,551304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFFaa,|BRYTXCWFL2|59FDBT||BAS|2|Cubicle 2K|UNKNOWN|NTX||NON|NON,551305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggFBBBBBBD,|BRYTXCWFL2|59FDBT||BAS|29|Cubicle 2bb|UNKNOWN|NTX|NON|NON|NON,551306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFE,|BRYTXCWFL2|59FDBT||BAS|25|Cubicle 2dd|UNKNOWN|NTX||NON|NON,551307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBF,|BRYTXCWFL2|59FDBT||BAS|252|Office 22|UNKNOWN|NTX||NON|NON,551308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaD,|BRYTXCWFL2|59FDBT||BAS|5|Elvin Vargas|UNKNOWN|NTX||NON|NON,551309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaa,|BRYTXCWFL2|59FDBT||BAS|55|Kimberly Mennel|UNKNOWN|NTX||NON|NON,551310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBBaa,|BRYTXCWFL2|59FDBT||BAS|55|Open Office|WZP22HU|NTX|NON|NON|NON,551311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFggBB,|BRYTXCWFL2|59FDBT||BAS||Sally Wong|WZP2N9|NTX||NON|NON,551312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaEB,|BRYTXCWFL2|59FDBT||BAS|5|Garrett Bond|WZP2|NTX||NON|NON,551313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBB,|BRYTXCWFL2|59FDBT||BAS|XXXX|UNASSIGNED|UNKNOWN|NTX||NON|NON,551314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFF,|BRYTXCWFL2|59FDBT||BAS|XXXX|UNASSIGNED|UNKNOWN|NTX||NON|NON,551315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaa,|BRYTXCWFL2|59FDBT||BAS|XXXX|UNASSIGNED|WZP2W|NTX||NON|NON,551316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFB,|BRYTXCWFL2|59FDBT||BAS|XXXX|UNASSIGNED|WZP22DD|NTX||NON|NON,551317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBBaa,|BRYTXCWFL2|59FDBT||BAS|XXXX|UNASSIGNED|WZP22K|NTX||NON|NON,551318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaa,|BRYTXCWFL2|59FDBT||CAP|55|UNASSIGNED|WZP2UQ|NTX|NON|NON|NON,551319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFC,|BRYTXCWFL2|59FDBT||CAP|5|Open Office|WZP22G|NTX|NON|NON|NON,551320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFggC,|BRYTXCWFL2|59FDBT||CAP|2|Open Office|WZP2E|NTX|NON|NON|NON,551321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFggC,|BRYTXCWFL2|59FDBT||CAP|5| ATIC L Lab|WZP29XPB|NTX|NON|NON|NON,551322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFggC,|BRYTXCWFL2|59FDBT||CAP|| ATIC L5 Lab|WZP29XI|NTX|NON|NON|NON,551323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFE,|BRYTXCWFL2|59FDBT||NON|XXXX|UNASSIGNED|UNKNOWN|NTX|NON|NON|NON,551324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFDA,|BRYTXCWFL2|59FDBT||NON|XXXX|UNASSIGNED|WZP229|NTX|NON|NON|NON,551325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaDB,|BRYTXCWFL2|59FDBT||STD||Patrick Deming|UNKNOWN|NTX||NON|NON,551326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFCA,|BRYTXCWFL2|59FDBT||STD||Patrick Deming|UNKNOWN|NTX||NON|NON,551327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaa,|BRYTXCWFL2|59FDBT||STD|22|Rico Lalli|UNKNOWN|NTX||NON|NON,551328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaB,|BRYTXCWFL2|59FDBT||STD|22|Rico Lalli|UNKNOWN|NTX||NON|NON,551329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaB,|BRYTXCWFL2|59FDBT||STD|52|Rawle Collins|UNKNOWN|NTX||NON|NON,551330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBBaa,|BRYTXCWFL2|59FDBT||STD|59|Troy Hinojosa|UNKNOWN|NTX||NON|NON,551331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFE,|BRYTXCWFL2|59FDBT||STD|552|Loretta Farkas|UNKNOWN|NTX||NON|NON,551332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaC,|BRYTXCWFL2|59FDBT||STD|9|Patricia Flaherty|UNKNOWN|NTX||NON|NON,551333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFBB,|BRYTXCWFL2|59FDBT||STD|52|Chrystal Becker|UNKNOWN|NTX||NON|NON,551334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggFBBBBCBB,|BRYTXCWFL2|59FDBT||STD|XXXX|UNASSIGNED|UNKNOWN|NTX||NON|NON,551335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBF,|BRYTXCWFL2|59FDBT||STD|XXXX|UNASSIGNED|UNKNOWN|NTX||NON|NON,551336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFaaBB,|BRYTXCWFL2|59FDBT||STD|XXXX|UNASSIGNED|UNKNOWN|NTX||NON|NON,551337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFBBFD,|BRYTXCWFL2|59FDBT|92|BAS|5|Al Almuelle|WZP2D|NTX||NON|NON,551338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPABC,|BTLWAA|2FFSS|9|BAS|9|Eric Klingler|INM922BMH|FOP||NON|NON,551339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaDBED,|BTLWAA|2FFSS|9|BAS|XXXX|UNASSIGNED|INMTQP|FOP|NON|NON|NON,551340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPAaaE,|BTLWAA|2FFSS|9|NON|XXXX|UNASSIGNED|INM922E5G|FOP|NON|NON|NON,551341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggABBaaaaFE,|BTLWAA|2FFSS|92|BAS||FITNESS RM BLDG 2|FCH9SWG|NTX|NON|NON|NON,551342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDBFDCCBBC,|BTLWAA|2FFSS|92|BAS|5|Tom Davidson|FCHFR|NTX||NON|NON,551343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggABBaaaaaa,|BTLWAA|2FFSS|92|BAS|9|LOBBY BLDG 2|FCHA9V|NTX|NON|NON|NON,551344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDBFDCCBBC,|BTLWAA|2FFSS|92|BAS||Denise Burnham|FCHFAW|NTX||NON|NON,551345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggABBaaaaaaC,|BTLWAA|2FFSS|92|BAS|2|Michael Fountain|FCHABX|NTX||NON|NON,551346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
